treatment_company,azimuth,md_ft,tvd_ft,date_on_production,operator,footage_lateral_length,well_spacing,porpoise_deviation,porpoise_count,shale_footage,acoustic_impedance,log_permeability,porosity,poisson_ratio,water_saturation,toc,vcl,p_velocity,s_velocity,youngs_modulus,isip,breakdown_pressure,pump_rate,total_number_of_stages,proppant_volume,proppant_fluid_ratio,production,difference_in_days,difference_in_weeks,difference_in_years
treatment_company_11,-25.41,12965,7362.0,2016-09-01,operator_14,5298.98,2968.9453,2.97,10,6059,33342.36,1.1,0.02,0.3,0.7,4.23,0.47,11959.37,6763.19,29.19,5270.0,,81,29,11024226.0,1.07,3836.217514,2725,389.2857142857143,7.465753424657534
treatment_company_1,-30.950001,16050,8533.0,2013-01-01,operator_20,7054.0,3079.3838,3.39,11,6895,34551.73,0.93,0.06,0.3,,5.3,0.73,12049.03,7080.03,32.08,5775.0,,79,12,6243376.0,1.44,1492.506663,4064,580.5714285714286,11.134246575342466
treatment_company_5,-51.639999,11764,7426.0,2014-07-01,operator_18,4141.0,1936.0566,16.05,7,0,34551.73,0.42,0.02,0.33,0.82,4.69,0.59,13223.66,7019.84,31.1,5345.0,,99,28,5599189.0,1.09,300.6323137,3518,502.57142857142856,9.638356164383561
treatment_company_5,-58.119999,13082,6041.0,2018-01-01,operator_11,5622.0,2621.8369,0.62,6,167,34661.95,0.05,0.02,0.33,0.8,4.72,0.6,13166.48,6909.48,30.79,4429.0,,44,76,7871776.0,0.79,1107.802529,2238,319.7142857142857,6.131506849315069
treatment_company_10,-15.92,14960,6920.0,2015-11-01,operator_11,7680.0,4945.1318,125.35,1,149,29899.71,0.64,0.04,0.33,,4.59,0.48,13110.02,7145.74,31.42,4074.0,6117.0,69,38,11043750.0,0.91,2090.496246,3030,432.85714285714283,8.301369863013699
treatment_company_9,-10.74,17045,7130.0,2018-10-01,operator_6,9665.0,1209.8624,7.94,10,5568,34324.66,0.27,0.02,0.34,0.81,4.66,0.61,13171.29,7015.34,31.11,5717.0,,91,37,,1.73,6189.762211,1965,280.7142857142857,5.383561643835616
treatment_company_12,-31.59,11940,6614.0,2014-07-01,operator_25,4337.0,1180.9022,9.86,9,0,34538.81,0.63,0.02,0.34,,5.15,0.4,13588.36,6953.62,30.83,4725.0,,89,26,17665878.0,1.53,1447.114461,3518,502.57142857142856,9.638356164383561
treatment_company_10,-37.66,11443,6462.0,2014-01-01,operator_11,4773.0,988.9671,3.58,23,15422,33640.87,0.59,0.02,0.34,,5.06,0.45,13491.08,6981.19,30.93,4082.0,,70,23,9086772.0,1.13,948.2813596,3699,528.4285714285714,10.134246575342466
treatment_company_31,-75.510002,13510,6447.0,2016-07-01,operator_11,5338.0,,1.46,10,6402,33876.27,0.17,0.03,0.34,0.86,4.46,0.47,13336.26,6854.63,30.61,4076.0,,70,27,8001909.0,1.27,1255.831073,2787,398.14285714285717,7.635616438356164
treatment_company_3,-13.71,12961,6654.0,2015-07-01,operator_1,5661.0,1892.1012,11.53,10,0,30762.72,0.35,0.02,0.33,0.83,4.85,0.58,13382.54,7090.88,31.19,4271.0,,51,36,10369712.0,1.47,854.7788173,3153,450.42857142857144,8.638356164383561
treatment_company_4,-38.279999,12959,6018.0,2018-06-01,operator_7,6471.0,1800.6097,20.79,7,3177,34751.0,0.3,0.02,0.33,0.86,4.69,0.6,13245.47,6971.51,30.97,4095.0,5484.0,95,32,9527710.0,1.14,952.7241845,2087,298.14285714285717,5.717808219178083
treatment_company_12,-19.1,11924,7700.0,2017-12-01,operator_25,3974.0,,1.27,5,5399,33177.59,1.31,0.08,0.21,0.8,3.57,0.46,11459.84,6814.66,27.74,5760.0,,90,24,9330840.0,1.39,2983.253152,2269,324.14285714285717,6.2164383561643834
treatment_company_26,-61.919998,10981,6977.0,2013-07-01,operator_14,3141.0,1477.1353,1.02,6,0,34732.74,0.14,0.02,0.24,0.96,4.97,0.57,11538.91,6784.7,27.78,5223.0,,82,18,6742170.0,1.1,2053.494899,3883,554.7142857142857,10.638356164383561
treatment_company_10,-65.279999,11553,6059.0,2014-07-01,operator_11,5244.0,760.95734,29.71,5,3931,33501.47,0.26,,0.25,0.86,4.68,0.62,13263.35,6960.29,30.94,4398.0,,70,22,9768000.0,1.12,673.0435756,3518,502.57142857142856,9.638356164383561
treatment_company_3,-25.690001,13578,7071.0,2014-12-01,operator_5,6182.0,1543.8182,541.93,1,0,35294.72,1.3,0.06,0.34,,4.25,1.82,12192.61,6419.17,29.61,5405.0,6107.0,67,31,7206365.0,0.88,1904.445152,3365,480.7142857142857,9.219178082191782
treatment_company_11,-41.860001,13876,7517.0,2015-08-01,operator_14,6006.0,1997.9796,9.61,23,8300,34298.43,0.94,0.01,0.3,,3.57,0.5,11647.04,6767.33,29.32,5903.0,,81,33,12553369.0,1.06,1151.148006,3122,446.0,8.553424657534247
treatment_company_4,-49.529999,11636,6687.0,2014-07-01,operator_1,4309.0,1429.2693,3.46,24,12978,34570.38,1.1,0.04,0.29,0.69,4.92,0.44,12132.13,6765.26,28.39,5130.0,,101,13,7630480.0,1.42,2494.370672,3518,502.57142857142856,9.638356164383561
treatment_company_3,-38.73,13034,6560.0,2014-12-01,operator_5,6040.0,3193.8618,10.78,14,10195,34610.82,1.37,0.06,0.34,,3.85,1.99,12258.76,6470.5,29.75,5244.0,,64,30,6803954.0,0.88,1220.3438,3365,480.7142857142857,9.219178082191782
treatment_company_2,-17.23,18951,8067.0,2015-06-01,operator_6,10723.0,3962.2722,88.79,5,4951,29690.68,0.98,0.07,0.21,0.84,3.18,0.46,11672.67,6811.09,27.94,5767.0,,86,46,18656034.0,1.34,4249.626765,3183,454.7142857142857,8.72054794520548
treatment_company_31,-56.0,11504,6392.0,2016-07-01,operator_11,4751.0,2619.8801,118.76,9,0,35351.96,0.26,0.03,0.34,,4.45,0.42,13372.45,6851.71,30.59,3940.0,,70,24,,1.21,1078.245293,2787,398.14285714285717,7.635616438356164
treatment_company_4,-50.57,10940,6377.0,2012-07-01,operator_1,4052.0,725.37567,42.5,19,0,34546.34,0.79,,0.2,0.73,4.65,0.5,12608.09,6799.58,26.46,4321.0,,99,10,3713151.0,0.8,1502.409957,4248,606.8571428571429,11.638356164383561
treatment_company_12,-55.360001,17074,8105.0,2018-09-01,operator_4,8150.0,2196.4038,16.45,13,6099,34037.86,0.3,0.05,0.34,,4.39,0.76,13112.46,6787.96,30.42,5975.0,,99,42,18749010.0,1.44,1721.096542,1995,285.0,5.465753424657534
treatment_company_8,-32.23,13650,6405.0,2013-06-01,operator_1,7057.0,4949.5679,86.43,2,4475,34538.02,0.23,0.01,0.33,,4.83,0.54,13525.97,7021.22,30.98,4647.0,,80,17,6827940.0,1.27,711.6942941,3913,559.0,10.72054794520548
treatment_company_1,-44.799999,14961,6429.0,2017-11-01,operator_5,7810.0,,4.51,14,6276,29353.06,0.5,0.02,0.33,0.82,4.83,0.56,13280.73,7014.03,31.04,3553.0,,73,39,15585530.0,1.14,1809.871286,2299,328.42857142857144,6.298630136986302
treatment_company_10,-12.71,12696,6459.0,2013-07-01,operator_11,4978.0,4504.291,1.39,14,9183,29650.73,0.65,0.02,0.34,0.86,5.14,0.4,13591.62,6954.28,30.84,4146.0,,70,24,9512665.0,1.11,1004.918306,3883,554.7142857142857,10.638356164383561
treatment_company_8,-36.52,15158,8210.0,2014-01-01,operator_6,6096.0,903.41296,21.67,9,0,32065.05,1.25,0.08,0.21,,3.24,0.46,11648.04,6815.93,27.87,5516.0,,87,18,9761571.0,1.41,2857.533448,3699,528.4285714285714,10.134246575342466
treatment_company_11,-11.94,10048,6449.0,2015-03-01,operator_14,3234.0,1846.7551,5.85,16,7410,35450.63,1.0,0.05,0.28,,5.08,0.45,12344.08,6769.0,27.89,4797.0,6090.0,80,18,6844940.0,1.06,2590.897119,3275,467.85714285714283,8.972602739726028
treatment_company_12,-36.09,17078,7976.0,2018-08-01,operator_4,8719.0,4410.0122,10.01,8,0,35169.83,0.22,0.04,0.34,,4.39,0.66,13286.14,6828.81,30.54,,,99,45,20180070.0,1.02,4039.573173,2026,289.42857142857144,5.550684931506849
treatment_company_30,-33.389999,10420,5861.0,2014-07-01,operator_19,4175.0,,16.68,4,3852,31034.33,0.31,0.02,0.33,,4.66,0.61,13182.77,7015.94,31.11,4369.0,,85,18,4895214.0,0.79,685.4714473,3518,502.57142857142856,9.638356164383561
treatment_company_1,-63.830002,13750,8013.0,2013-07-01,operator_33,5032.0,1836.0643,7.69,4,4426,34617.29,0.9,0.04,0.33,0.82,4.65,0.95,12945.13,7418.88,33.1,6473.0,,77,18,4922615.0,1.0,690.9260269,3883,554.7142857142857,10.638356164383561
treatment_company_10,-71.540001,11325,6268.0,2015-01-01,operator_11,4026.0,3121.3806,399.47,1,0,34781.88,0.5,0.02,0.33,,4.74,0.6,13275.54,7042.77,31.13,4500.0,,70,20,9776239.0,1.21,553.1681726,3334,476.2857142857143,9.134246575342466
treatment_company_4,-37.77,13155,6847.0,2015-02-01,operator_1,5879.0,876.29999,21.11,13,8291,29039.78,1.15,0.05,0.29,,4.95,0.44,12464.76,6763.17,28.32,5012.0,,100,15,14313192.0,1.71,2789.994136,3303,471.85714285714283,9.04931506849315
treatment_company_9,-31.870001,10703,,2011-01-01,operator_35,4635.0,4296.4941,18.44,3,1630,31610.52,0.26,,0.33,0.81,4.68,0.62,13263.35,6960.29,30.94,4731.0,8600.0,88,14,6523988.0,1.08,1100.273545,4795,685.0,13.136986301369863
treatment_company_1,-38.5,16185,7593.0,2018-04-01,operator_1,7606.0,4653.5913,21.0,3,0,35273.5,0.99,0.05,0.22,0.98,4.76,0.53,12272.58,7105.49,30.37,5715.0,,81,49,15413881.0,1.14,2857.257377,2148,306.85714285714283,5.884931506849315
treatment_company_1,-46.220001,15011,7955.0,2011-07-01,operator_20,6586.0,4812.146,15.05,10,3785,33256.24,0.96,0.06,0.29,,5.74,0.45,11667.79,7044.29,31.66,5769.0,,83,16,7783590.0,1.4,952.0824585,4614,659.1428571428571,12.64109589041096
treatment_company_2,-35.459999,10700,5353.0,2012-01-01,operator_2,4883.0,3267.4644,32.06,2,0,30134.82,0.44,0.02,0.33,,4.63,0.58,13191.99,6968.56,30.95,4145.0,,108,13,5301080.0,1.46,1178.869602,4430,632.8571428571429,12.136986301369863
treatment_company_5,-20.26,12339,6088.0,2018-02-01,operator_11,6001.0,,10.02,11,0,34726.54,0.41,0.02,0.33,0.83,4.65,0.58,13162.77,7036.43,31.16,3943.0,,70,26,7816926.0,0.93,962.313461,2207,315.2857142857143,6.046575342465753
treatment_company_10,-10.08,15165,7786.0,2015-10-01,operator_4,7129.0,3279.9202,9.87,10,0,28546.23,0.26,0.01,0.34,,4.66,0.54,13349.76,6910.02,30.78,5319.0,,91,41,8009910.0,1.02,1865.330493,3061,437.2857142857143,8.386301369863014
treatment_company_23,-36.27,10270,5677.0,2012-07-01,operator_25,4249.0,2701.5557,29.32,27,12351,34736.92,0.57,0.02,0.33,0.87,4.63,0.35,13484.98,6906.2,30.74,4336.0,,90,17,18686880.0,5.41,1299.88432,4248,606.8571428571429,11.638356164383561
treatment_company_9,-35.639999,19558,6250.0,2019-01-01,operator_5,12474.0,4585.3594,28.16,8,4899,34691.7,0.59,0.02,0.33,,4.91,0.43,13593.34,6961.68,30.84,3622.0,,76,63,25211920.0,1.17,3445.758535,1873,267.57142857142856,5.131506849315069
treatment_company_8,-22.870001,13850,8144.0,2011-08-01,operator_2,5469.0,4030.6963,2.56,7,6740,34811.95,0.34,0.02,0.33,,4.65,0.59,13166.69,7032.5,31.15,6280.0,,67,16,,1.03,1411.494605,4583,654.7142857142857,12.556164383561644
treatment_company_1,-45.060001,10974,5979.0,2015-10-01,operator_1,4654.0,1467.052,2.12,10,0,28944.14,0.55,0.02,0.21,,4.84,0.41,12984.72,6795.27,26.65,3402.0,,99,11,9104106.0,1.57,870.24507,3061,437.2857142857143,8.386301369863014
treatment_company_12,-59.009998,14444,7374.0,2013-01-01,operator_7,4819.0,5071.3447,1.5,8,3808,34726.5,1.58,0.12,0.2,,5.21,0.79,12083.11,7125.29,29.55,5340.0,,86,18,5928000.0,0.93,2155.542416,4064,580.5714285714286,11.134246575342466
treatment_company_10,-20.299999,10084,6285.0,2012-07-01,operator_11,3160.0,4438.7192,23.0,5,3967,31848.05,0.28,0.02,0.33,,4.67,0.63,13193.99,6985.6,31.03,4432.0,,67,15,4290988.0,0.88,495.0441482,4248,606.8571428571429,11.638356164383561
treatment_company_1,-62.650002,11104,7823.0,2012-07-01,operator_4,2509.0,989.78345,5.51,2,2701,29138.12,0.22,0.02,0.34,0.87,4.59,0.54,13353.22,6890.24,30.72,5163.0,7591.0,92,17,3550570.0,0.93,1736.408121,4248,606.8571428571429,11.638356164383561
treatment_company_3,-22.879999,15327,6673.0,2015-01-01,operator_5,8315.0,1896.6587,4.35,21,0,31408.7,1.37,0.06,0.34,,3.9,2.0,12231.54,6456.83,29.72,5109.0,,64,42,9492143.0,0.89,1632.129517,3334,476.2857142857143,9.134246575342466
treatment_company_2,-44.490002,16260,9006.0,2012-07-01,operator_20,7040.0,2244.8572,6.06,17,0,34604.57,0.28,0.03,0.25,,4.56,0.65,11858.53,7098.86,31.08,6377.0,7171.0,77,13,4543244.0,0.79,1894.064163,4248,606.8571428571429,11.638356164383561
treatment_company_1,-43.43,12344,7068.0,2017-03-01,operator_1,5142.0,2831.2424,18.64,14,4948,33879.19,0.42,0.02,0.33,,4.66,0.59,13161.9,7014.34,31.1,5110.0,7030.0,98,26,10459852.0,1.35,2701.368379,2544,363.42857142857144,6.96986301369863
treatment_company_4,,14107,7670.0,2016-01-01,operator_4,5649.0,1437.0085,5.45,7,5189,34732.74,0.65,0.04,0.32,0.81,4.89,0.61,12587.12,7240.44,32.08,5838.0,,100,38,9319198.0,0.97,2642.705762,2969,424.14285714285717,8.134246575342466
treatment_company_2,-19.99,12378,5605.0,2011-09-01,operator_2,6029.0,724.45148,3.12,9,10459,35185.42,1.15,0.07,0.21,,6.81,0.36,12090.58,6944.86,27.54,4452.0,,109,16,6664189.0,1.44,1121.376582,4552,650.2857142857143,12.471232876712328
treatment_company_12,-44.990002,12945,5717.0,2014-07-01,operator_22,7085.0,2346.0239,0.06,7,4735,33820.19,0.25,0.02,0.34,,4.76,0.53,13275.97,6918.17,30.79,4297.0,,92,47,,1.14,1125.139199,3518,502.57142857142856,9.638356164383561
treatment_company_3,-23.26,14564,7552.0,2018-11-01,operator_8,6301.0,3215.5059,20.57,3,2188,30751.89,0.63,0.01,0.34,,4.82,0.36,13497.29,6916.56,30.77,4983.0,8881.0,83,28,17111724.0,1.48,2665.360719,1934,276.2857142857143,5.298630136986302
treatment_company_4,-31.74,15998,6135.0,2017-04-01,operator_7,9416.0,817.40167,8.93,2,2753,34304.54,0.31,0.02,0.33,,4.67,0.62,13196.83,6994.84,31.06,4271.0,,97,41,10978054.0,1.29,1172.315251,2513,359.0,6.884931506849315
treatment_company_3,-43.41,13968,6630.0,2015-07-01,operator_1,6872.0,1171.9139,7.37,4,6740,29882.34,0.37,0.02,0.33,0.81,4.84,0.59,13370.49,7092.08,31.2,,6337.0,51,36,,1.35,630.5747357,3153,450.42857142857144,8.638356164383561
treatment_company_3,-58.16,16280,8123.0,2017-09-01,operator_4,7907.0,4641.4995,8.37,8,0,35033.39,0.47,0.02,0.34,0.81,4.64,0.57,13179.22,7054.25,31.2,6022.0,,89,47,14319067.0,0.95,2540.518884,2360,337.14285714285717,6.465753424657534
treatment_company_10,-21.49,10514,6169.0,2014-01-01,operator_11,3743.0,1302.5747,11.52,17,7067,33982.73,0.4,0.02,0.33,0.87,4.7,0.58,13221.09,7017.72,31.1,4480.0,,70,19,9420941.0,1.24,529.9087056,3699,528.4285714285714,10.134246575342466
treatment_company_5,-26.969999,21348,6589.0,2018-05-01,operator_5,14254.0,578.01929,27.87,3,0,35167.84,0.26,,0.34,,4.68,0.61,13239.24,6958.72,,4381.0,,77,71,29145500.0,1.16,4651.35361,2118,302.57142857142856,5.802739726027397
treatment_company_10,-32.259998,13350,6428.0,2012-09-01,operator_11,6274.0,5157.2417,2.8,11,0,34850.7,0.37,0.02,0.33,0.68,4.8,0.54,13246.46,7154.39,31.37,3859.0,,67,21,6276445.0,0.99,539.9838815,4186,598.0,11.468493150684932
treatment_company_4,-35.709999,13573,6413.0,2016-09-01,operator_29,6644.0,1752.0541,0.63,30,16149,35165.63,0.82,0.0,0.32,,4.81,0.43,12764.71,7491.53,32.68,4855.0,,101,44,13295180.0,0.98,1358.099085,2725,389.2857142857143,7.465753424657534
treatment_company_2,-22.49,13275,8303.0,2014-07-01,operator_7,4152.0,2856.2649,0.1,30,16286,35351.96,0.59,,0.24,0.99,4.41,0.5,11792.5,7096.21,30.78,6121.0,6625.0,96,29,8788514.0,1.09,2123.747318,3518,502.57142857142856,9.638356164383561
treatment_company_9,-19.58,15278,6546.0,2018-07-01,operator_5,8370.0,2528.7708,4.19,10,4749,34912.88,1.26,,0.34,0.58,3.68,1.72,12462.48,6575.98,29.97,3790.0,,76,42,690295.0,0.05,2355.901192,2057,293.85714285714283,5.635616438356164
treatment_company_9,-45.419998,13880,8711.0,2015-06-01,operator_11,4142.0,837.46594,2.18,6,4683,34589.38,0.33,0.02,0.26,,4.36,0.67,11859.68,7094.99,31.28,6341.0,,74,22,2517120.0,1.03,1811.522825,3183,454.7142857142857,8.72054794520548
treatment_company_9,-59.939999,12694,5982.0,2018-06-01,operator_22,6191.0,3829.7637,4.7,7,5352,33425.91,0.3,0.02,0.3,,4.69,0.6,13237.71,6976.92,30.99,4282.0,5622.0,96,34,12682196.0,1.09,1681.758217,2087,298.14285714285717,5.717808219178083
treatment_company_3,-18.26,16388,6316.0,2016-09-01,operator_5,9733.0,,36.56,11,6395,34776.92,0.29,0.01,0.33,0.87,4.69,0.6,13275.93,6959.58,30.94,,,76,48,14643080.0,0.84,1720.951539,2725,389.2857142857143,7.465753424657534
treatment_company_1,-28.040001,15020,7960.0,2012-02-01,operator_20,6622.0,1839.7035,254.38,1,6436,35460.36,0.62,0.01,0.34,,4.91,0.44,13478.62,6953.4,30.86,5566.0,,95,17,6055476.0,1.04,1094.785773,4399,628.4285714285714,12.052054794520547
treatment_company_10,-36.619999,14027,7449.0,2013-07-01,operator_6,5786.0,2711.4844,1.5,5,0,34781.88,0.32,0.03,0.22,,4.3,0.64,11289.4,6797.46,27.6,4928.0,9079.0,91,12,7362001.0,1.35,4234.124493,3883,554.7142857142857,10.638356164383561
treatment_company_5,-48.040001,22584,6822.0,2017-11-01,operator_11,15512.0,2677.3252,697.36,1,5375,35153.91,0.47,0.02,0.33,,4.86,0.61,13396.48,7053.55,31.11,4580.0,6590.0,75,75,22422376.0,0.95,3219.564485,2299,328.42857142857144,6.298630136986302
treatment_company_12,22.940001,11882,8535.0,2013-07-01,operator_9,2557.0,789.28607,3.96,7,3371,34743.09,0.93,0.05,0.29,,4.33,0.52,11761.63,7077.25,31.81,6546.0,10450.0,90,14,,1.16,521.6580471,3883,554.7142857142857,10.638356164383561
treatment_company_12,-37.48,15331,8480.0,2018-11-01,operator_25,6217.0,2988.125,0.72,4,3316,30614.49,1.45,0.04,0.24,,4.05,0.49,12153.88,6817.98,27.86,4308.0,,93,33,14583096.0,1.6,4398.533766,1934,276.2857142857143,5.298630136986302
treatment_company_7,-45.439999,12150,8749.0,2012-01-01,operator_11,2583.0,1428.6732,26.54,15,7039,34818.7,0.91,0.05,0.28,0.39,4.18,0.66,11798.64,7089.02,31.78,6391.0,7532.0,70,10,1133390.0,0.53,898.7832305,4430,632.8571428571429,12.136986301369863
treatment_company_7,-24.870001,16648,7983.0,2015-05-01,operator_6,8597.0,1754.2349,4.53,10,5809,34384.74,0.07,0.03,0.23,,2.28,0.66,11548.6,6800.28,28.31,6029.0,,93,38,15931285.0,1.58,2579.404299,3214,459.14285714285717,8.805479452054794
treatment_company_2,-68.050003,12929,7780.0,2015-11-01,operator_4,4899.0,2006.8562,24.74,4,0,34695.81,0.07,,0.34,,4.56,0.71,13205.77,6870.37,30.69,5633.0,,99,22,6032172.0,0.9,1889.567799,3030,432.85714285714283,8.301369863013699
treatment_company_10,-13.39,13270,7303.0,2017-08-01,operator_17,5261.0,1353.3779,9.58,15,6768,33488.06,-0.02,0.02,0.24,,2.24,0.64,11268.36,6796.41,28.35,,8676.0,77,19,9492210.0,1.23,3794.524187,2391,341.57142857142856,6.550684931506849
treatment_company_9,-6.5799999,10315,6241.0,2012-01-01,operator_17,3824.0,2305.8596,2.01,27,0,35134.35,0.68,0.07,0.25,,5.1,0.4,13978.78,6778.75,26.68,4020.0,7502.0,82,18,5633325.0,1.47,1269.484955,4430,632.8571428571429,12.136986301369863
treatment_company_5,-32.509998,19323,7165.0,2017-01-01,operator_5,11558.0,3924.355,5.26,16,4431,34553.62,1.11,0.05,0.34,,3.92,1.68,12545.16,6535.6,29.84,5199.0,5573.0,75,54,23438000.0,0.96,4594.823907,2603,371.85714285714283,7.131506849315069
treatment_company_9,-23.77,12831,6721.0,2018-08-01,operator_6,5830.0,,11.51,17,10158,32889.48,1.06,0.07,0.2,,4.86,0.71,10874.41,6806.77,27.21,5205.0,,90,40,36086148.0,3.84,7503.557935,2026,289.42857142857144,5.550684931506849
treatment_company_4,-2.3699999,12815,6349.0,2017-10-01,operator_4,6216.0,928.36829,3.3,16,6918,34323.84,0.48,0.02,0.34,,4.65,0.58,13166.54,7031.03,31.14,3797.0,,97,27,11775010.0,1.36,1489.510392,2330,332.85714285714283,6.383561643835616
treatment_company_1,-48.060001,10902,6295.0,2018-09-01,operator_17,4023.0,1019.9998,27.64,10,5237,35358.3,0.78,0.06,0.26,0.76,5.15,0.44,13252.18,6774.98,27.12,4264.0,,80,20,7151880.0,0.97,1021.263995,1995,285.0,5.465753424657534
treatment_company_7,-11.24,13550,9141.0,2012-11-01,operator_11,4240.0,4037.7122,7.75,9,0,34541.63,0.42,0.03,0.26,,4.6,0.75,11838.05,7095.3,31.4,6392.0,7432.0,75,15,1704207.0,0.63,1607.246441,4125,589.2857142857143,11.301369863013699
treatment_company_3,-25.790001,14790,6909.0,2018-03-01,operator_5,7631.0,2060.2957,11.19,15,6911,34753.75,1.23,,0.34,,3.9,1.83,12428.56,6511.71,29.81,4484.0,,73,38,15611215.0,1.08,2720.263403,2179,311.2857142857143,5.96986301369863
treatment_company_10,-26.43,11049,4859.0,2013-01-01,operator_6,5930.0,2682.4631,17.29,9,0,34930.9,1.08,0.09,0.23,,5.71,0.81,10690.01,6787.51,25.64,3454.0,9396.0,61,12,,1.05,878.9255194,4064,580.5714285714286,11.134246575342466
treatment_company_4,-62.84,12492,7182.0,2017-07-01,operator_1,4954.0,2599.4387,167.02,1,0,30786.91,0.59,0.02,0.34,,4.56,0.31,13507.64,6877.28,30.66,4477.0,8562.0,95,19,9483656.0,1.54,1351.556335,2422,346.0,6.635616438356164
treatment_company_9,-50.580002,13152,6965.0,2015-10-01,operator_1,5716.0,1893.8405,34.31,2,2228,28965.23,0.29,0.02,0.33,,4.69,0.61,13230.16,6973.8,30.98,5015.0,,97,10,10551173.0,1.61,1706.94947,3061,437.2857142857143,8.386301369863014
treatment_company_8,-26.379999,12539,5731.0,2013-07-01,operator_6,6813.0,,3.48,4,0,34724.5,1.07,0.1,0.24,0.47,5.92,0.81,10631.34,6778.1,25.84,3693.0,,86,9,6416586.0,1.7,608.3116604,3883,554.7142857142857,10.638356164383561
treatment_company_10,-40.630001,11055,7551.0,2014-01-01,operator_11,3026.0,1309.0883,9.25,8,5136,35429.96,0.42,0.03,0.33,0.85,4.61,0.58,13036.08,7064.02,31.29,5141.0,7173.0,70,14,5643512.0,1.12,1257.277277,3699,528.4285714285714,10.134246575342466
treatment_company_2,-39.5,10367,6444.0,2011-09-01,operator_2,3849.0,1998.2028,137.13,1,0,34633.59,0.54,0.01,0.33,0.83,4.83,0.42,13453.26,6933.44,30.81,3476.0,,87,11,4414515.0,1.47,396.2017382,4552,650.2857142857143,12.471232876712328
treatment_company_4,-25.07,15381,6339.0,2017-10-01,operator_8,8627.0,1031.4462,38.98,20,12224,34648.57,1.22,0.05,0.34,,3.79,1.8,12463.45,6543.82,29.89,3970.0,,86,39,,1.27,2067.889955,2330,332.85714285714283,6.383561643835616
treatment_company_4,2.51,13650,8152.0,2013-01-01,operator_1,4997.0,,0.92,14,0,30564.8,0.3,0.02,0.34,,4.69,0.6,13237.71,6976.92,30.99,4446.0,,79,13,,0.86,1251.382264,4064,580.5714285714286,11.134246575342466
treatment_company_11,-13.58,13844,7209.0,2015-06-01,operator_14,5973.0,,435.44,1,0,29531.35,0.88,0.01,0.28,0.71,4.3,0.5,11407.18,6770.36,28.96,5698.0,,81,32,12171898.0,1.04,4901.652748,3183,454.7142857142857,8.72054794520548
treatment_company_10,-28.26,11622,7050.0,2013-03-01,operator_6,4533.0,2711.9712,8.7,6,6363,34521.71,0.71,,0.21,,4.82,0.64,11355.68,6800.59,27.19,4281.0,9435.0,61,11,,1.13,2738.715785,4005,572.1428571428571,10.972602739726028
treatment_company_11,-50.740002,14713,6898.0,2013-07-01,operator_14,7354.0,3853.0129,0.24,27,5256,34564.35,1.15,0.04,0.3,0.68,4.8,0.44,12237.48,6762.66,28.65,,6205.0,81,38,14004967.0,1.05,4841.057073,3883,554.7142857142857,10.638356164383561
treatment_company_4,-57.380001,20553,7533.0,2018-12-01,operator_14,12753.0,763.72998,4.35,19,9907,35260.61,0.54,0.01,0.34,0.86,4.83,0.42,13453.26,6933.44,30.81,5169.0,,108,69,32998560.0,1.1,7012.153842,1904,272.0,5.2164383561643834
treatment_company_9,-46.040001,12880,7288.0,2015-10-01,operator_1,5342.0,4200.8506,0.33,10,5271,33403.14,0.44,0.03,0.34,,3.6,0.48,13157.77,6702.37,30.2,4859.0,,100,19,,1.59,691.7736169,3061,437.2857142857143,8.386301369863014
treatment_company_7,-16.469999,11638,8835.0,2012-08-01,operator_11,2631.0,2617.9634,22.81,15,5476,35587.31,0.57,,0.33,0.87,4.63,0.35,13484.98,6906.2,30.74,6068.0,,75,9,1017312.0,0.64,1029.404282,4217,602.4285714285714,11.553424657534247
